TRAM;DIA;INTA;INTAP;INTD;INTDP;INTT;INTTP;TIPUSV;TIPUSE;PKE;PKECOOR;PKINI;REFINI;PKINICOOR;PKFI;REFFI;PKFICOOR
914005;21/03/2025;7.136;217;7.123;233;14.259;450;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;21/05/2025;7.312;230;7.222;229;14.534;459;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;21/06/2025;5.355;5.261;5.286;5.162;10.641;10.423;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;22/01/2025;7.042;311;6.808;292;13.850;603;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;22/03/2025;5.178;62;5.152;64;10.330;126;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;22/05/2025;7.443;246;7.361;265;14.804;511;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;22/06/2025;4.390;4.313;4.030;3.940;8.420;8.253;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;23/01/2025;6.981;287;6.956;301;13.937;588;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;23/03/2025;3.900;9;3.929;18;7.829;27;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;23/05/2025;7.024;195;6.920;210;13.944;405;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;23/06/2025;7.074;7.003;6.866;6.769;13.940;13.772;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;24/01/2025;7.337;263;7.339;276;14.676;539;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;24/03/2025;7.147;249;7.175;279;14.322;528;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;24/05/2025;5.323;51;5.286;58;10.609;109;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;24/06/2025;5.971;5.864;5.978;5.867;11.949;11.731;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;25/01/2025;5.125;71;5.037;84;10.162;155;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;25/03/2025;7.254;236;7.250;270;14.504;506;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;25/05/2025;4.736;13;4.820;28;9.556;41;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;25/06/2025;7.269;7.187;7.299;7.177;14.568;14.364;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;26/01/2025;3.962;14;3.964;19;7.926;33;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;26/03/2025;7.336;265;7.231;283;14.567;548;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;26/05/2025;7.167;242;7.094;274;14.261;516;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;26/06/2025;7.436;7.349;7.380;7.270;14.816;14.619;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;27/01/2025;6.769;294;6.726;298;13.495;592;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;27/03/2025;7.321;299;7.208;296;14.529;595;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;27/05/2025;7.516;236;7.537;257;15.053;493;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;27/06/2025;7.389;7.309;7.285;7.182;14.674;14.491;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;28/01/2025;6.956;245;6.868;242;13.824;487;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;28/03/2025;7.532;276;7.600;322;15.132;598;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;28/05/2025;7.310;248;7.166;272;14.476;520;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;28/06/2025;5.008;4.930;4.914;4.834;9.922;9.764;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;29/01/2025;6.914;231;6.849;235;13.763;466;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;29/03/2025;5.409;62;5.227;71;10.636;133;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;29/05/2025;7.401;256;7.201;254;14.602;510;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;29/06/2025;3.778;3.693;3.754;3.659;7.532;7.352;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;30/01/2025;7.065;271;6.963;280;14.028;551;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;30/03/2025;4.099;16;4.253;28;8.352;44;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;30/05/2025;7.656;257;7.488;278;15.144;535;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;30/06/2025;7.275;7.197;7.101;7.002;14.376;14.199;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;31/01/2025;7.316;247;7.258;282;14.574;529;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;31/03/2025;7.176;273;7.109;276;14.285;549;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
914005;31/05/2025;5.538;53;5.543;56;11.081;109;Conv.;Espiras;170;"38,0852198325;-0,8391737398";0;CV-920;"38,0836528693;-0,8387174249";550;CV-91;"38,088431324;-0,8396770865"
915010;07/05/2025;4.560;170;4.630;188;9.190;358;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
915010;08/05/2025;4.320;146;4.369;149;8.689;295;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
915010;09/05/2025;4.715;155;4.856;166;9.571;321;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
915010;10/05/2025;3.408;42;3.456;50;6.864;92;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
915010;11/05/2025;2.420;28;2.521;26;4.941;54;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
915010;12/05/2025;4.564;142;4.667;162;9.231;304;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
915010;13/05/2025;4.482;146;4.447;165;8.929;311;Conv.;Espiras;3450;"38,0684036419;-0,9779087397";500;Orihuela;"38,082879669;-0,9531316848";6270;L.P. M̼rcia;"38,0490261572;-0,9962705317"
919010;20/02/2025;0;0;0;0;4.209;0;Conv.;Gomas;2150;"38,0927492301;-0,9022406283";0;CV-900;"38,1108675687;-0,9047809355";2500;CV-91;"38,0900126308;-0,9015407114"
920010;15/05/2025;4.250;234;4.308;241;8.558;475;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920010;16/05/2025;4.446;231;4.655;250;9.101;481;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920010;17/05/2025;3.226;73;3.389;66;6.615;139;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920010;18/05/2025;2.265;31;2.355;33;4.620;64;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920010;19/05/2025;4.174;237;4.352;238;8.526;475;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920010;20/05/2025;4.543;227;4.640;240;9.183;467;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920010;21/05/2025;4.162;227;4.348;225;8.510;452;Conv.;Espiras;380;"38,0611837183;-0,8801706163";0;CV-95;"38,0616152188;-0,8844814535";5425;CV-914;"38,0831720979;-0,8390070513"
920015;22/01/2025;0;0;0;0;3.968;0;Conv.;Gomas;8560;"38,0866279913;-0,8059326091";5425;CV-914;"38,0831720979;-0,8390070513";9550;CV-935;"38,0876063456;-0,7945652693"
920020;22/01/2025;0;0;0;0;3.168;0;Conv.;Gomas;11850;"38,0827046668;-0,769916166";9550;CV-935;"38,0876063456;-0,7945652693";12900;AP-7;"38,0795955031;-0,7592230058"
920025;22/01/2025;0;0;0;0;4.354;0;Conv.;Gomas;13300;"38,07974;-0,754703";12900;AP-7;"38,0795955031;-0,7592230058";14950;Benijofar;"38,0809721396;-0,7379853031"
925010;20/02/2025;0;0;0;0;2.902;0;Conv.;Gomas;950;"38,0698553361;-0,936323181";0;CV-95;"38,0783468445;-0,9394958212";2730;CV-923;"38,059565248;-0,9216823185"
925020;20/02/2025;0;0;0;0;1.373;0;Conv.;Gomas;8650;"38,0316467289;-0,9000930991";2730;CV-923;"38,059565248;-0,9216823185";9000;CV-950;"38,0154539725;-0,8888517313"
925030;06/02/2025;0;0;0;0;1.843;0;Conv.;Gomas;9300;"37,995622876;-0,8793752669";9000;CV-950;"38,0154539725;-0,8888517313";12970;CV-954;"37,9910810415;-0,8664098966"
925040;06/02/2025;0;0;0;0;1.204;0;Conv.;Gomas;19100;"37,947034606;-0,8782820052";12970;CV-954;"37,9910810415;-0,8664098966";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225"
925050;01/01/2025;1.335;7;1.299;6;2.634;13;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;01/02/2025;2.028;56;2.006;43;4.034;99;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;01/03/2025;1.580;6;1.595;4;3.175;10;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;01/04/2025;2.689;111;2.722;113;5.411;224;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;01/05/2025;1.980;63;1.927;39;3.907;102;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;02/02/2025;1.620;51;1.597;33;3.217;84;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;02/03/2025;1.211;6;1.174;3;2.385;9;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;02/04/2025;2.716;73;2.720;69;5.436;142;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;02/05/2025;3.039;78;3.019;70;6.058;148;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;03/02/2025;2.481;67;2.482;66;4.963;133;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;03/04/2025;2.753;91;2.782;100;5.535;191;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;03/05/2025;2.340;70;2.353;45;4.693;115;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;04/01/2025;2.071;48;2.050;37;4.121;85;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;04/02/2025;2.586;89;2.613;92;5.199;181;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;04/04/2025;2.620;108;2.728;102;5.348;210;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;04/05/2025;1.824;36;1.856;50;3.680;86;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;05/01/2025;1.648;31;1.634;29;3.282;60;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;05/02/2025;2.582;80;2.607;59;5.189;139;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;05/04/2025;2.301;47;2.293;36;4.594;83;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;05/05/2025;2.802;70;2.819;62;5.621;132;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;06/01/2025;1.281;8;1.276;9;2.557;17;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;06/02/2025;2.529;60;2.612;48;5.141;108;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;06/04/2025;1.804;56;1.740;50;3.544;106;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;06/05/2025;2.836;87;2.831;80;5.667;167;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;07/01/2025;2.572;71;2.589;58;5.161;129;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;07/02/2025;2.774;85;2.749;79;5.523;164;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;07/04/2025;2.482;67;2.583;63;5.065;130;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;07/05/2025;2.856;87;2.815;81;5.671;168;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;08/01/2025;2.582;55;2.566;64;5.148;119;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;08/02/2025;2.096;59;2.041;34;4.137;93;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;08/04/2025;2.559;59;2.618;59;5.177;118;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;08/05/2025;2.769;62;2.809;79;5.578;141;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;09/01/2025;2.485;58;2.493;53;4.978;111;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;09/02/2025;1.648;54;1.650;46;3.298;100;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;09/04/2025;2.504;65;2.633;77;5.137;142;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;09/05/2025;3.028;79;3.073;81;6.101;160;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;10/01/2025;2.754;74;2.737;67;5.491;141;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;10/02/2025;2.585;53;2.611;60;5.196;113;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;10/04/2025;2.753;51;2.742;46;5.495;97;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;10/05/2025;2.323;55;2.339;40;4.662;95;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;10/06/2025;1.925;40;2.328;55;4.253;95;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;11/01/2025;2.089;58;2.033;41;4.122;99;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;11/02/2025;2.711;70;2.688;63;5.399;133;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;11/04/2025;2.765;67;2.808;72;5.573;139;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;11/05/2025;1.867;67;1.883;53;3.750;120;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;11/06/2025;2.913;63;2.887;62;5.800;125;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;12/01/2025;1.589;57;1.582;39;3.171;96;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;12/02/2025;2.590;65;2.592;74;5.182;139;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;12/03/2025;2.667;62;2.695;59;5.362;121;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;12/04/2025;1.970;14;1.959;16;3.929;30;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;12/05/2025;2.730;72;2.770;70;5.500;142;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;12/06/2025;2.928;95;2.890;78;5.818;173;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;13/01/2025;2.518;54;2.498;56;5.016;110;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;13/02/2025;2.656;70;2.676;67;5.332;137;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;13/04/2025;1.592;23;1.637;31;3.229;54;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;13/05/2025;2.812;76;2.839;79;5.651;155;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;13/06/2025;80;5;91;3;171;8;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
925050;14/01/2025;2.513;58;2.530;63;5.043;121;Conv.;Espiras;28250;"37,8903342062;-0,8298415638";25100;Acc̩s Urb Campo Verde;"37,9060837872;-0,8584655225";31600;Pilar de la Foradada;"37,8715173522;-0,8003804804"
